country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,region,econ_class,gdp_2015_usd,gdp_2017_ppp,gdp_constant_lcu,gdp_current_usd
Uruguay,2013,URY,3381187,62296862720,0.333,0.098,7.492,-1.099,-12.796,21.312,-8.648,-28.865,6.303,0.342,0.339,2.216,0.12,0.119,0.011,0.003,12.408,3.67,0.199,18.222,326.141,471.937,4.06,0,1.916,543.549,301.942,,18592.736,1.009,0,0,0.099,0.029,11.067,9.044,13.82,4.087,21.19,6.267,8.24,2.437,7.05,2.085,,,62.866,0.023,0.021,0.053,0,0.056,0.023,0.021,0.001,0,0.001,0.072,0.059,,0,0.002,0.284,0.061,,0.146,0.001,0.001,0.002,0,30.58,37.42,4.916,65.607,Latin America & Caribbean,High income,53197370201,71339432890,1.57245E+12,54232266359
Uruguay,2014,URY,3391660,64374845440,0.327,0.096,6.684,-0.808,-10.785,17.495,-3.817,-17.911,5.158,0.272,0.27,1.971,0.104,0.103,0.004,0.001,11.372,3.353,0.177,18.55,332.825,489.432,4.064,0,2.008,554.36,308.204,,19071.291,1.005,0,0,0.092,0.027,10.886,8.869,10.811,3.187,21.52,6.345,8.2,2.418,6.262,1.846,,,64.683,0.022,0.019,0.043,0,0.054,0.022,0.022,0.001,0,0.001,0.072,0.059,,0,0.001,0.207,0.054,,0.145,0.001,0.001,0.002,0,30.08,36.92,4.688,70.13,Latin America & Caribbean,High income,55664418794,74647826648,1.64537E+12,61337621934
Uruguay,2015,URY,3402820,64830132224,0.356,0.105,6.742,0.058,0.863,15.474,-2.021,-11.554,4.547,0.239,0.232,1.981,0.104,0.101,0.004,0.001,10.747,3.158,0.166,18.905,339.567,504.906,4.067,0,2.103,563.092,314.491,,19596.402,1.029,0,0,0.095,0.028,10.817,8.804,8.732,2.566,21.53,6.327,7.86,2.31,6.287,1.848,,,66.683,0.025,0.019,0.038,0,0.053,0.022,0.022,0.001,0,0.001,0.073,0.059,,0,0.001,0.155,0.053,,0.145,0.001,0.001,0.002,0,29.96,36.81,4.005,59.409,Latin America & Caribbean,High income,57467273108,77065513910,1.69866E+12,61496186974
Uruguay,2016,URY,3413768,65763794944,0.293,0.086,6.521,-0.221,-3.275,14.813,-0.661,-4.272,4.339,0.225,0.219,1.91,0.099,0.096,0.004,0.001,9.771,2.862,0.149,19.198,346.089,519.718,4.071,0,2.21,571.383,320.61,,19814.26,1.029,0,0,0.106,0.031,10.865,10.361,8.291,2.429,21.65,6.342,8.08,2.367,6.119,1.792,,,67.641,0.02,0.018,0.037,0,0.052,0.022,0.022,0.001,0,0.001,0.074,0.059,,0,0.002,0.18,0.051,,0.144,0.001,0.001,0.002,0,35.37,37.09,3.25,49.831,Latin America & Caribbean,High income,57680327999,77351227566,1.70496E+12,57680327999
Uruguay,2017,URY,3422205,67467735040,0.322,0.094,6.163,-0.359,-5.5,12.709,-2.104,-14.203,3.714,0.188,0.195,1.801,0.091,0.094,0.004,0.001,9.97,2.913,0.148,19.52,352.251,532.427,4.075,0,2.331,577.929,326.326,,19084.248,0.968,0,0,0.121,0.035,10.616,10.113,6.546,1.913,21.33,6.233,7.99,2.335,5.716,1.67,,,65.31,0.021,0.017,0.031,0,0.051,0.022,0.023,0.001,0,0.001,0.074,0.059,,0,0.002,0.143,0.047,,0.143,0.001,0.001,0.002,0,34.61,36.33,3.808,61.785,Latin America & Caribbean,High income,58655009119,78658307186,1.73377E+12,57480788380
Uruguay,2018,URY,3427044,68560711680,0.32,0.093,6.571,0.408,6.627,12.217,-0.491,-3.866,3.565,0.178,0.182,1.917,0.096,0.098,0.004,0.001,10.551,3.079,0.154,19.84,358.822,544.644,4.078,0,2.444,583.576,332.459,,19538.711,0.977,0,0,0.114,0.033,10.575,10.073,5.647,1.648,20.92,6.104,7.8,2.276,6.134,1.79,,,66.96,0.02,0.018,0.03,0,0.049,0.022,0.023,0.001,0,0.001,0.074,0.058,,0,0.002,0.132,0.05,,0.142,0.001,0.001,0.002,0,34.52,36.24,3.98,60.565,Latin America & Caribbean,High income,59675827110,80027257873,1.76394E+12,65006047680
Uruguay,2019,URY,3428412,,0.291,0.085,6.49,-0.081,-1.233,11.359,-0.859,-7.028,3.313,,0.166,1.893,,0.095,0.004,0.001,10.442,3.046,,20.131,365.312,556.003,4.082,0,2.609,588.445,338.49,,19985.01,,0,0,0.165,0.048,10.664,10.165,4.869,1.42,20.76,6.055,7.95,2.319,6.031,1.759,,,68.517,0.018,0.018,0.027,0,0.048,0.022,0.023,0.001,0,0.001,0.075,0.058,,0,0.002,0.106,0.049,,0.141,0.001,0.001,0.002,0,34.85,36.56,3.952,60.891,Latin America & Caribbean,High income,59768921401,80152100397,1.7667E+12,65203071818
Uruguay,2020,URY,3429087,,0.325,0.095,6.477,-0.013,-0.197,11.006,-0.353,-3.105,3.21,,0.182,1.889,,0.107,0.004,0.001,10.227,2.983,,20.456,371.789,567.01,4.086,0,2.734,592.974,344.514,,17631.439,,0,0,0.125,0.036,10.496,9.997,4.529,1.321,20.39,5.946,7.97,2.324,6.024,1.757,,,60.46,0.02,0.019,0.028,0,0.047,0.022,0.023,0.001,0,0.001,0.075,0.058,,0,0.002,0.105,0.055,,0.14,0.001,0.001,0.002,0,34.28,35.99,3.75,57.9,Latin America & Caribbean,High income,60213860166,80748777996,1.77985E+12,62048585619
Uruguay,2021,URY,3426265,,0.355,0.104,8.102,1.625,25.089,11.66,0.654,5.938,3.403,,0.186,2.365,,0.129,0.004,0.001,12.034,3.512,,20.811,379.892,578.669,4.089,0,2.869,596.531,352.122,,18316.926,,0,0,0.135,0.039,,,3.558,1.038,,,,,7.609,2.221,,,62.759,0.021,0.022,0.028,0,0.046,0.022,0.023,0.001,0,0.001,0.075,0.058,,0,0.002,0.082,0.066,,0.14,0.001,0.001,0.002,0,,,3.932,48.532,Latin America & Caribbean,High income,56442680062,75691500749,1.66838E+12,53666908054
Uruguay,2022,URY,3422796,,0.355,0.104,7.893,-0.209,-2.581,10.95,-0.71,-6.089,3.199,,,2.306,,,0.004,0.001,,,,21.166,387.785,589.619,4.093,0,3.004,599.588,359.522,,,,0,0,0.135,0.039,,,3.057,0.893,,,,,7.4,2.162,,,,0.022,0.021,0.026,0,0.045,0.022,0.023,0,0,0.001,0.075,0.058,,0,0.002,0.071,0.062,,,,,,,,,,,Latin America & Caribbean,High income,59420911302,79685407343,1.75641E+12,61412268249
Uzbekistan,2000,UZB,24925558,1.16876E+11,1.482,0.059,123.477,-0.109,-0.088,123.256,-0.095,-0.077,4.945,1.055,0.206,4.954,1.056,0.206,4.917,0.197,,,,110.476,3913.971,4366.548,423.85,49.287,1960.298,464.392,1370.061,,24053.547,5.13,2.483,0.1,95.364,3.826,7.163,7.133,-0.221,-0.009,44.74,1.795,9.75,0.391,19.232,0.772,,,599.548,0.205,0.484,0.399,0.053,0.6,0.374,0.252,0.081,0.437,1.607,0.067,0.375,,0.715,2.016,-0.004,0.187,,0.358,0.002,0.002,0.004,0,177.8,178.54,,,Europe & Central Asia,Lower middle income,1.23819E+11,2.87795E+11,1.60551E+14,80391853887
Uzbekistan,2001,UZB,25248440,1.1989E+11,1.682,0.067,126.221,2.744,2.222,126.102,2.846,2.309,4.994,1.052,0.21,4.999,1.053,0.21,5.049,0.2,,,,112.157,4040.193,4492.65,428.899,52.922,2057.137,464.273,1389.077,,23824.65,5.017,3.635,0.144,96.84,3.835,7.17,6.71,-0.119,-0.005,45.41,1.799,9.54,0.378,19.016,0.753,,,601.535,0.223,0.492,0.411,0.055,0.585,0.377,0.254,0.08,0.455,1.623,0.066,0.37,,1.082,2.036,-0.002,0.184,,0.363,0.002,0.002,0.004,0,169.41,181.02,,,Europe & Central Asia,Lower middle income,31472652294,73152574128,4.08095E+13,31472652294
Uzbekistan,2002,UZB,25579032,1.22758E+11,1.693,0.066,132.575,6.354,5.034,131.617,5.515,4.373,5.145,1.072,0.213,5.183,1.08,0.215,5.042,0.197,,,,113.85,4172.768,4624.267,433.941,57.979,2159.194,463.314,1407.804,,24111.441,5.024,5.057,0.198,102.056,3.99,7.323,6.869,-0.958,-0.037,47.37,1.852,9.62,0.376,18.727,0.732,,,616.747,0.217,0.505,0.416,0.052,0.571,0.38,0.257,0.08,0.485,1.64,0.066,0.365,,1.557,2.081,-0.018,0.181,,0.368,0.002,0.002,0.004,0,175.7,187.31,,,Europe & Central Asia,Lower middle income,32783122628,76198528990,4.25087E+13,32783122628
Uzbekistan,2003,UZB,25905912,1.25924E+11,1.792,0.069,130.294,-2.281,-1.72,128.729,-2.888,-2.194,4.969,1.022,0.228,5.03,1.035,0.23,3.877,0.15,,,,115.643,4303.062,4752.996,437.817,62.338,2259.491,461.749,1427.773,,21826.992,4.49,4.358,0.168,100.298,3.872,6.935,6.487,-1.565,-0.06,47.5,1.834,9.76,0.377,19.969,0.771,,,565.448,0.208,0.471,0.384,0.037,0.556,0.382,0.26,0.079,0.507,1.652,0.065,0.36,,1.265,1.973,-0.027,0.188,,0.372,0.002,0.002,0.004,0,168.06,179.66,,,Europe & Central Asia,Lower middle income,34085756135,79226268543,4.41978E+13,9687788513
Uzbekistan,2004,UZB,26234924,1.33131E+11,2.132,0.081,129.098,-1.197,-0.919,127.102,-1.627,-1.264,4.845,0.955,0.225,4.921,0.97,0.229,4.584,0.175,,,,117.775,4432.16,4880.098,442.401,66.317,2359.285,459.753,1446.382,,21485.609,4.234,3.979,0.152,99.793,3.804,6.995,6.553,-1.996,-0.076,48.55,1.851,9.57,0.365,18.609,0.709,,,563.673,0.237,0.451,0.374,0.042,0.543,0.384,0.262,0.078,0.525,1.661,0.064,0.355,,1.161,1.897,-0.037,0.169,,0.375,0.002,0.002,0.005,0,171.91,183.51,,,Europe & Central Asia,Lower middle income,35528479182,82579621278,4.60685E+13,10134453435
Uzbekistan,2005,UZB,26573428,1.40236E+11,2.267,0.085,121.6,-7.498,-5.808,119.204,-7.898,-6.214,4.486,0.85,0.212,4.576,0.867,0.216,4.426,0.167,,,,120.042,4553.76,4999.302,446.827,71.341,2454.74,457.357,1460.811,,21171.098,4.012,5.024,0.189,95.455,3.592,6.643,6.206,-2.396,-0.09,46.49,1.749,10.23,0.385,14.429,0.543,,,562.589,0.235,0.411,0.346,0.038,0.53,0.385,0.263,0.077,0.55,1.666,0.064,0.349,,1.444,1.776,-0.049,0.13,,0.378,0.002,0.003,0.005,0,164.92,176.52,,,Europe & Central Asia,Lower middle income,38174995812,88730977767,4.95001E+13,12030023548
Uzbekistan,2006,UZB,26926824,1.48398E+11,2.348,0.087,124.901,3.301,2.714,122.196,2.991,2.509,4.538,0.823,0.232,4.639,0.842,0.237,4.752,0.176,,,,122.389,4678.66,5121.498,451.579,76.726,2552.671,454.653,1475.295,,19566.176,3.55,5.385,0.2,97.931,3.637,6.961,6.53,-2.705,-0.1,48.7,1.809,10.7,0.397,14.484,0.538,,,526.855,0.223,0.408,0.341,0.039,0.516,0.385,0.265,0.077,0.576,1.669,0.063,0.343,,1.55,1.767,-0.052,0.129,,0.382,0.002,0.003,0.005,0,175.84,187.44,,,Europe & Central Asia,Lower middle income,40828160767,94897787107,5.29404E+13,14307509839
Uzbekistan,2007,UZB,27309622,1.59983E+11,2.554,0.094,123.821,-1.08,-0.865,120.836,-1.36,-1.113,4.425,0.755,0.214,4.534,0.774,0.219,5.034,0.184,,,,124.943,4802.481,5242.333,456.614,80.646,2651.196,451.667,1489.083,,20663.172,3.527,3.92,0.144,98.525,3.608,6.684,6.259,-2.985,-0.109,48.07,1.76,11.13,0.408,13.788,0.505,,,564.303,0.226,0.393,0.335,0.039,0.503,0.385,0.266,0.076,0.59,1.671,0.062,0.337,,1.142,1.719,-0.066,0.123,,0.384,0.002,0.003,0.005,0,170.94,182.54,,,Europe & Central Asia,Lower middle income,43870437882,1.01969E+11,5.68852E+13,17330833853
Uzbekistan,2008,UZB,27726820,1.71678E+11,2.827,0.102,128.388,4.568,3.689,125.21,4.375,3.62,4.516,0.729,0.237,4.63,0.748,0.243,4.924,0.178,,,,127.77,4930.869,5367.543,461.538,85.629,2753.766,448.489,1502.167,,19085.639,3.082,4.983,0.18,102.57,3.699,6.915,6.496,-3.178,-0.115,50.33,1.815,11.68,0.421,13.084,0.472,,,529.184,0.247,0.401,0.34,0.037,0.492,0.386,0.267,0.075,0.611,1.673,0.061,0.332,,1.489,1.74,-0.067,0.117,,0.388,0.002,0.003,0.005,0,180.12,191.73,,,Europe & Central Asia,Lower middle income,48026286790,1.11629E+11,6.2274E+13,22311393928
Uzbekistan,2009,UZB,28167840,1.82698E+11,2.905,0.103,109.227,-19.161,-14.924,105.817,-19.393,-15.489,3.757,0.579,0.202,3.878,0.598,0.208,5.306,0.188,,,,130.675,5040.097,5473.36,466.844,88.868,2839.898,445.079,1513.811,,18643.188,2.874,3.24,0.115,86.133,3.058,6.346,5.934,-3.41,-0.121,48.91,1.736,12.41,0.441,11.645,0.413,,,525.138,0.247,0.347,0.288,0.041,0.481,0.385,0.268,0.074,0.62,1.668,0.06,0.327,,0.98,1.498,-0.065,0.106,,0.389,0.002,0.003,0.005,0,167.15,178.76,,,Europe & Central Asia,Lower middle income,52362657556,1.21708E+11,6.78968E+13,29549438884
Uzbekistan,2010,UZB,28614234,1.95138E+11,2.924,0.102,107.666,-1.561,-1.43,103.931,-1.886,-1.783,3.632,0.533,0.196,3.763,0.552,0.203,5.151,0.18,,,,133.599,5147.763,5577.291,471.995,92.378,2925.094,441.344,1524.697,,18563.715,2.722,3.509,0.123,85.196,2.977,6.636,6.23,-3.735,-0.131,49.64,1.735,13.01,0.455,10.885,0.38,,,531.186,0.233,0.323,0.27,0.037,0.47,0.383,0.268,0.073,0.629,1.657,0.059,0.321,,1.028,1.376,-0.072,0.096,,0.391,0.002,0.003,0.005,0,178.26,189.87,,,Europe & Central Asia,Lower middle income,56578340204,1.31506E+11,7.33631E+13,33689223673
Uzbekistan,2011,UZB,29057456,2.08038E+11,2.792,0.096,116.756,9.09,8.443,113.142,9.211,8.863,3.894,0.544,0.202,4.018,0.561,0.209,5.415,0.186,,,,136.391,5264.519,5690.433,477.41,95.85,3020.227,437.729,1534.641,,19236.137,2.687,3.473,0.12,95.132,3.274,6.633,6.526,-3.614,-0.124,49.56,1.706,13.55,0.466,9.944,0.342,,,558.953,0.207,0.339,0.285,0.037,0.458,0.382,0.268,0.073,0.637,1.652,0.058,0.316,,0.966,1.493,-0.069,0.088,,0.393,0.002,0.003,0.005,0,189.62,192.74,,,Europe & Central Asia,Lower middle income,60876691739,1.41497E+11,7.89366E+13,49765676402
Uzbekistan,2012,UZB,29503058,2.25107E+11,2.791,0.095,118.855,2.099,1.797,114.823,1.681,1.486,3.892,0.51,0.211,4.029,0.528,0.219,5.47,0.185,,,,139.182,5383.374,5805.256,482.881,99.286,3118.469,433.697,1543.555,,18406.984,2.412,3.436,0.116,98.243,3.33,6.01,5.904,-4.032,-0.137,49.34,1.672,13.81,0.468,8.915,0.302,,,543.062,0.202,0.34,0.285,0.037,0.447,0.381,0.268,0.072,0.644,1.647,0.057,0.31,,0.911,1.511,-0.075,0.078,,0.395,0.002,0.003,0.005,0,174.19,177.31,,,Europe & Central Asia,Lower middle income,65457747955,1.52145E+11,8.48767E+13,60178909297
Uzbekistan,2013,UZB,29963220,2.43106E+11,2.869,0.096,112.282,-6.573,-5.53,108.866,-5.956,-5.187,3.633,0.448,0.2,3.747,0.462,0.206,8.013,0.267,,,,142.051,5495.655,5914.122,490.894,102.095,3206.783,430.282,1553.832,,18200.295,2.243,2.809,0.094,88.314,2.947,5.872,5.768,-3.416,-0.114,48.6,1.622,14.45,0.482,10.277,0.343,,,545.339,0.199,0.319,0.272,0.053,0.436,0.38,0.268,0.071,0.646,1.637,0.057,0.305,,0.729,1.351,-0.07,0.089,,0.397,0.002,0.003,0.006,0,172.83,175.95,,,Europe & Central Asia,Lower middle income,70106848428,1.62951E+11,9.0905E+13,67517349212
Uzbekistan,2014,UZB,30446542,2.62825E+11,3.017,0.099,107.399,-4.883,-4.348,105.094,-3.772,-3.465,3.452,0.4,0.186,3.527,0.409,0.19,7.43,0.244,,,,145.068,5603.055,6019.216,498.324,104.541,3291.199,427.976,1563.923,,18518.158,2.145,2.446,0.08,84.416,2.773,5.52,5.417,-2.305,-0.076,47.19,1.55,14.92,0.49,10.09,0.331,,,563.814,0.201,0.303,0.258,0.05,0.425,0.378,0.268,0.071,0.646,1.625,0.056,0.3,,0.632,1.27,-0.044,0.087,,0.398,0.002,0.003,0.006,0,164.93,168.05,,,Europe & Central Asia,Lower middle income,75222229936,1.74841E+11,9.7538E+13,73180037911
Uzbekistan,2015,UZB,30949416,2.83821E+11,3.427,0.111,103.696,-3.704,-3.448,101.483,-3.611,-3.436,3.279,0.358,0.189,3.35,0.365,0.193,5.991,0.194,,,,148.495,5706.751,6120.699,504.315,106.637,3373.144,425.763,1574.16,,17386.195,1.896,2.095,0.068,81.945,2.648,5.269,5.168,-2.213,-0.072,47.37,1.531,15.26,0.493,10.237,0.331,,,538.093,0.237,0.292,0.247,0.041,0.418,0.376,0.268,0.07,0.643,1.611,0.055,0.295,,0.545,1.208,-0.039,0.086,,0.398,0.003,0.003,0.006,0,159.95,163.08,,,Europe & Central Asia,Lower middle income,80392884497,1.86859E+11,1.04243E+14,80845385816
Uzbekistan,2016,UZB,31453576,3.05963E+11,3.476,0.111,110.139,6.443,6.214,108.078,6.595,6.499,3.436,0.353,0.21,3.502,0.36,0.214,7.094,0.226,,,,151.971,5816.89,6228.777,511.408,108.494,3460.138,423.702,1584.878,,16374.342,1.683,1.858,0.059,86.994,2.766,5.471,5.363,-2.061,-0.066,49.49,1.573,16.1,0.512,10.718,0.341,,,515.032,0.234,0.311,0.27,0.05,0.41,0.374,0.268,0.07,0.64,1.6,0.055,0.291,,0.496,1.248,-0.045,0.089,,0.399,0.003,0.003,0.006,0,168.7,172.07,,,Europe & Central Asia,Lower middle income,86196264742,2.00348E+11,1.11768E+14,86196264742
Uzbekistan,2017,UZB,31945680,3.19616E+11,3.665,0.115,108.931,-1.208,-1.097,107.257,-0.822,-0.76,3.357,0.336,0.202,3.41,0.341,0.205,6.69,0.209,,,,155.637,5925.821,6336.034,518.099,110.091,3546.004,422.028,1595.99,,16642.676,1.663,1.596,0.05,85.866,2.688,5.553,5.447,-1.674,-0.052,50.2,1.571,16.28,0.51,11.113,0.348,,,531.662,0.244,0.302,0.264,0.046,0.404,0.373,0.268,0.07,0.635,1.587,0.054,0.287,,0.412,1.206,-0.037,0.091,,0.4,0.003,0.003,0.006,0,174.02,177.38,,,Europe & Central Asia,Lower middle income,91309557152,2.12233E+11,1.18398E+14,86138288633
Uzbekistan,2018,UZB,32449578,3.36875E+11,3.776,0.116,102.288,-6.643,-6.098,100.672,-6.584,-6.139,3.102,0.299,0.189,3.152,0.304,0.192,9.658,0.298,,,,159.413,6028.109,6436.706,527.757,111.576,3621.68,420.412,1607.682,,16445.74,1.584,1.486,0.046,75.676,2.332,5.696,5.592,-1.616,-0.05,54.25,1.672,16.62,0.512,11.692,0.36,,,533.657,0.241,0.278,0.245,0.066,0.398,0.371,0.267,0.069,0.629,1.568,0.054,0.282,,0.365,1.009,-0.038,0.095,,0.4,0.003,0.003,0.006,0,181.47,184.84,,,Europe & Central Asia,Lower middle income,95322862957,2.21561E+11,1.23602E+14,62081322740
Uzbekistan,2019,UZB,32976946,,4.511,0.137,108.429,6.141,6.004,107.044,6.372,6.329,3.246,,0.2,3.288,,0.203,8.284,0.251,,,,163.924,6136.538,6543.75,536.041,112.749,3704.828,419.027,1618.996,,16212.221,,1.172,0.036,83.148,2.521,5.768,5.666,-1.385,-0.042,54.44,1.651,16.78,0.509,11.314,0.343,,,534.63,0.279,0.293,0.257,0.056,0.393,0.369,0.267,0.069,0.62,1.553,0.053,0.278,,0.269,1.091,-0.03,0.091,,0.401,0.003,0.003,0.006,0,186.84,190.21,,,Europe & Central Asia,Lower middle income,1.00928E+11,2.34588E+11,1.30869E+14,52870108217
Uzbekistan,2020,UZB,33526662,,5.147,0.154,109.632,1.203,1.109,108.379,1.335,1.247,3.233,,0.204,3.27,,0.206,11.512,0.343,,,,169.071,6246.17,6652.129,547.554,113.784,3784.069,417.774,1631.692,,15860.609,,1.036,0.031,79.241,2.364,5.593,5.493,-1.253,-0.037,53.6,1.599,16.99,0.507,12.696,0.379,,,531.753,0.315,0.313,0.276,0.081,0.39,0.368,0.267,0.069,0.613,1.538,0.053,0.275,,0.26,1.049,-0.029,0.116,,0.401,0.003,0.003,0.006,0,184.15,187.52,,,Europe & Central Asia,Lower middle income,1.06965E+11,2.4862E+11,1.38697E+14,60283503705
Uzbekistan,2021,UZB,34081452,,6.157,0.181,116.388,6.756,6.162,115.257,6.878,6.346,3.382,,0.204,3.415,,0.206,10.361,0.304,,,,175.227,6362.558,6767.386,557.915,114.666,3868.358,416.643,1646.392,,16552.881,,0.881,0.026,84.289,2.473,,,-1.131,-0.033,,,,,14.7,0.431,,,564.146,0.364,0.316,0.28,0.069,0.389,0.367,0.268,0.069,0.604,1.523,0.052,0.273,,0.218,1.064,-0.026,0.128,,0.402,0.003,0.003,0.006,0,,,,,Europe & Central Asia,Lower middle income,1.09099E+11,2.53582E+11,1.41465E+14,60224701297
Uzbekistan,2022,UZB,34627648,,6.157,0.178,120.61,4.222,3.628,119.593,4.336,3.762,3.454,,0.204,3.483,,0.206,11.512,0.332,,,,181.384,6483.168,6886.979,569.427,115.489,3956.179,415.626,1660.688,,16929.814,,0.823,0.024,87.822,2.536,,,-1.017,-0.029,,,,,14.296,0.413,,,586.24,0.383,0.325,0.288,0.076,0.389,0.366,0.268,0.07,0.596,1.511,0.052,0.27,,0.207,1.133,-0.024,0.12,,,,,,,,,,,Europe & Central Asia,Lower middle income,1.17176E+11,2.72355E+11,1.51938E+14,69600614987
Vanuatu,2000,VUT,192087,,0,0,0.088,0,0,3.541,1.071,43.344,18.436,,9.272,0.458,,0.23,0,0,,,,0,2.459,76.037,0.155,0,0,156.819,2.304,,1988.279,,0,0,0,0,2.967,2.967,3.453,17.978,0.37,1.926,0.11,0.573,0.088,0.458,,,0.382,0,0,0.011,0,0,0,0.004,0,0,0,0.023,0.001,,0,0,0.064,0.001,,0.005,0,0,0,0,0.57,0.57,,,East Asia & Pacific,Lower middle income,841659631.3,910266227.1,68745000000,1055811724
Vanuatu,2001,VUT,197043,,0,0,0.092,0.004,4.167,2.667,-0.874,-24.683,13.536,,6.27,0.465,,0.215,0,0,,,,0,2.55,78.704,0.155,0,0,159.395,2.395,,2158.842,,0,0,0,0,2.791,2.791,2.576,13.071,0.36,1.827,0.1,0.508,0.092,0.465,,,0.425,0,0,0.009,0,0,0,0.004,0,0,0,0.023,0.001,,0,0,0.051,0.001,,0.005,0,0,0,0,0.55,0.55,,,East Asia & Pacific,Lower middle income,524670621,567438343.1,42854000000,524670621
Vanuatu,2002,VUT,202141,,0,0,0.084,-0.007,-8,2.801,0.134,5.009,13.855,,6.899,0.417,,0.208,0,0,,,,0,2.634,81.505,0.155,0,0,162.112,2.479,,2008.195,,0,0,0,0,2.721,2.721,2.716,13.439,0.36,1.781,0.1,0.495,0.084,0.417,,,0.406,0,0,0.009,0,0,0,0.005,0,0,0,0.023,0.001,,0,0,0.05,0.001,,0.005,0,0,0,0,0.55,0.55,,,East Asia & Pacific,Lower middle income,506844503.8,548159157.3,41398000000,506844503.8
Vanuatu,2003,VUT,207274,,0,0,0.084,0,0,9.939,7.139,254.881,47.953,,20.866,0.407,,0.177,0,0,,,,0,2.719,91.444,0.155,0,0,171.967,2.564,,2298.145,,0,0,0,0,2.75,2.75,9.855,47.546,0.37,1.785,0.11,0.531,0.084,0.407,,,0.476,0,0,0.03,0,0,0,0.005,0,0,0,0.024,0.001,,0,0,0.169,0.001,,0.005,0,0,0,0,0.57,0.57,,,East Asia & Pacific,Lower middle income,480497110.9,519664097,39246000000,262596535.5
Vanuatu,2004,VUT,212431,,0,0,0.059,-0.026,-30.435,5.085,-4.854,-48.838,23.938,,13.264,0.276,,0.153,0,0,,,,0,2.777,96.529,0.155,0,0,176.993,2.622,,1804.732,,0,0,0,0,2.589,2.589,5.027,23.662,0.38,1.789,0.11,0.518,0.059,0.276,,,0.383,0,0,0.015,0,0,0,0.005,0,0,0,0.025,0.001,,0,0,0.093,0.001,,0.005,0,0,0,0,0.55,0.55,,,East Asia & Pacific,Lower middle income,501102437.3,541949035,40929000000,314471413
Vanuatu,2005,VUT,217642,,0,0,0.059,0,0,2.491,-2.594,-51.013,11.446,,6.498,0.269,,0.153,0,0,,,,0,2.836,99.02,0.155,0,0,179.426,2.681,,1761.544,,0,0,0,0,2.573,2.619,2.432,11.176,0.39,1.792,0.11,0.505,0.059,0.269,,,0.383,0,0,0.007,0,0,0,0.005,0,0,0,0.025,0.001,,0,0,0.05,0.001,,0.005,0,0,0,0,0.57,0.56,,,East Asia & Pacific,Lower middle income,521083359.8,563558671.8,42561000000,364996869.1
Vanuatu,2006,VUT,222934,,0,0,0.048,-0.011,-18.75,1.557,-0.934,-37.485,6.986,,4.379,0.214,,0.134,0,0,,,,0,2.884,100.577,0.155,0,0,180.935,2.729,,1595.11,,0,0,0,0,2.557,2.557,1.51,6.772,0.4,1.794,0.11,0.493,0.048,0.214,,,0.356,0,0,0.004,0,0,0,0.005,0,0,0,0.025,0.001,,0,0,0.029,0,,0.005,0,0,0,0,0.57,0.57,,,East Asia & Pacific,Lower middle income,548728533.2,593457299.2,44819000000,394962433
Vanuatu,2007,VUT,228359,,0,0,0.099,0.051,107.692,0.239,-1.319,-84.676,1.045,,0.414,0.433,,0.172,0,0,,,,0,2.982,100.816,0.155,0,0,181.075,2.828,,2524.643,,0,0,0,0,3.022,3.022,0.14,0.612,0.45,1.971,0.14,0.613,0.099,0.433,,,0.577,0,0,0.001,0,0,0,0.005,0,0,0,0.025,0.001,,0,0,0.003,0.001,,0.005,0,0,0,0,0.69,0.69,,,East Asia & Pacific,Lower middle income,595154794.3,643667925.9,48611000000,439358586.5
